hz,magnitude
33380,1.0027
33400,1.25113
33420,2.87878
33440,4.65388
33460,1.4107
33480,1.02281
33500,1.06839
33520,1.67513
33540,14.6338
33560,2.07467
33580,1.13734
33600,1.0028
33620,1.25247
33640,2.88989
33660,4.62394
33680,1.4087
33700,1.0225
33720,1.06897
33740,1.67835
33760,14.9446
33780,2.06932
33800,1.13647
33820,1.00291
33840,1.25382
33860,2.9011
33880,4.59439
33900,1.40672
33920,1.02219
33940,1.06954
33960,1.68158
33980,15.269
34000,2.06399
34020,1.1356
34040,1.00302
34060,1.25517
34080,2.91241
34100,4.56523
34120,1.40474
34140,1.02188
34160,1.07012
34180,1.68482
34200,15.6079
34220,2.0587
34240,1.13473
34260,1.00313
34280,1.25653
34300,2.9238
34320,4.53645
34340,1.40277
34360,1.02157
34380,1.07071
34400,1.68809
34420,15.9621
34440,2.05344
34460,1.13386
34480,1.00325
34500,1.2579
34520,2.9353
34540,4.50803
34560,1.40081
34580,1.02127
34600,1.07129
34620,1.69137
34640,16.3329
34660,2.0482
34680,1.133
34700,1.00337
34720,1.25927
34740,2.94689
34760,4.47998
34780,1.39885
34800,1.02097
34820,1.07188
34840,1.69466
34860,16.7212
34880,2.043
34900,1.13214
34920,1.00348
34940,1.26064
34960,2.95858
34980,4.45228
35000,1.39691
35020,1.02067
35040,1.07247
35060,1.69797
35080,17.1286
